,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
66,kingadindu,"Environment & Climate Change
| Head Of African Operations @share_your_self | Program Manager @MangroveXpo | SDGs | Views = Mine","4.8156° N, 7.0498° E",1515,2038,11446,0,"Apply.
Let's ""Save The Earth For Nature""
#Grant #ClimateAction #ClimateCrisis #ClimateChange

https://t.co/axFUTMpHvK","['Grant', 'ClimateAction', 'ClimateCrisis', 'ClimateChange']"
67,mwgehring,"EU and Int'l Sustainable Development Lawyer; SD in World Trade Law and in Investment Law,  Views my own - RT not endorsement, Newnham tweets: @cllrgehring",Cambridge,2100,2836,17504,12,We are recruiting 👉 @BIICL needs a  Research Assistant in Environmental and Climate Change Law to help on a project on Climate Change Litigation 🌎 | Closes 28 March | ⭐️Find out more and apply here https://t.co/6rsFgakral #climatechange #environmentallaw @JeanPierreGauci https://t.co/YkjnIhQvq0,[]
68,mercerkeeblepr,"PR agency championing ethical boutique fashion, beauty, jewellery, interiors and lifestyle brands from around the world.","London, UK",1181,1131,3520,0,Wine Wednesday: Part II - how does climate change affect what you pour into your glass?  https://t.co/0rv1aqHXdw #winewednesday #winetips #climatechange #wineeducation #onehourwine,"['winewednesday', 'winetips', 'climatechange', 'wineeducation', 'onehourwine']"
69,YorkUeducation,The official Twitter account of York University's Faculty of Education. #YorkUeducation,"Toronto, Canada",3749,4521,3624,3,"Check out our Instagram (@younglivesresearchlab) and Facebook (@younglivesresearchlab) posts on the recent #Indigenous #CanoeJourney that raised awareness about the impacts of #colonialism, unprecedented #ClimateChange on the Great Lakes, and the state of #Indigenous #nationhood",[]
70,elecreviewmag,"Electrical Review is a monthly journal aimed at electrical engineers. Published since 1872, we are the UK's longest running electrical journal",United Kingdom,2333,20326,10263,0,How Budget 2021 will spark the long-promised Green Revolution https://t.co/TQZnckQ47u #Budget2021 #GreenHomesGrant #GreenRevolution #ClimateChange,"['Budget2021', 'GreenHomesGrant', 'GreenRevolution', 'ClimateChange']"
71,CenturyLLC,"Century Products LLC is your cleaning expert. We provide quality mops, brooms, buckets, brushes & other cleaning supplies to meet all of your cleaning needs!","Greensboro, NC",1818,1386,16213,0,"California’s wildfire smoke could be more harmful than vehicle emissions, study says  https://t.co/bv6G1wgmrN #centuryproductsllc #climatechange https://t.co/BqfyFkTW9L","['centuryproductsllc', 'climatechange']"
72,IntEdToday,Exploring the world of international education thru thought leadership & promoting discussion. Our website includes school reviews & a jobs section. ALL FREE!,Global Citizen ,2930,4055,26198,0,"In the 80s we referred to #globalwarming as a ‘slow motion catastrophe’ one we expected to kick in perhaps generations later
#climatechange But now we know different, and now we face a #climateemergency and international schools have a duty to promote #EcoLiteracy and #TeachGreen https://t.co/UYWQcQAJEO","['globalwarming', 'climatechange', 'climateemergency', 'EcoLiteracy', 'TeachGreen']"
73,tomstrong6,"ΚΑΠΟΤΕ πριν χρόνια ήμουν δημοσιογράφος/Once upon a time Ι was a journalist/  
I've dedicated #Massiveparallelinfection to the memory my father Ioannis Bouganis",Greece tom.strong@hotmail.com,966,837,18068,23,"Warmer Autumns Are Driving The Extinction Of Monarch Butterflies
#Butterflies #PublicHealth #Weather #ClimateChange #𝒟𝒾𝑒𝒷𝒪37 
https://t.co/7Ugbn1D4EJ","['Butterflies', 'PublicHealth', 'Weather', 'ClimateChange', '𝒟𝒾𝑒𝒷𝒪37']"
74,andytuit,#sri-aholic storytweeter/blogger/journo #sustainablefinance #esg #sdgs #bizhr #climatestrike #Laudatosi @SRI_Natives @Managers4Future | Founder & Mngr @SriEvent,Italia,4559,6887,55233,0,"@Reuters @ClimateHome @rajshah @RockefellerFdn @TheDRFund1 @RockPhilanth @toeydayal @NRaoMD @alexraf @nyudivest @DivestNY @TDivestment @blairpalese @billmckibben @PeterMcKillop @EllenD35 @DanJoergensen @AndreaMeza76 @fossiltreaty @IENearth @ali_a_zaidi @FVReclame @mbachelet @UNHumanRights @KlimaSeniorin @ColomEsmeralda @Cate_Lamb @DamilolaSDG7 @ClientEarth @Ls4Ca @HarvardForward @koonblazer @MikeHudema @ClimateHuman @DoctorVive @HansLak @diptimoz @KajEmbren @JagodaMunic @AAlasti @HollyAPetersen @CardinalTurkson @PeterJanEngelen @MEF_GOV @Tzeporah @PeterJNewell_ @seankidney @MBaumgarts @PaolaFiore ""The #fossilfuel industry is fueling a #climatecrisis that is increasingly spiraling out of control"" ""@cleancreatives https://t.co/9oJJJLQQCV 
#ClimateEmergency #facetheclimateemergency #domoredofaster #wedonthavetime 

65/n #ENDfossilfuelsEra thread https://t.co/WWxF2KTCOt","['fossilfuel', 'climatecrisis', 'ClimateEmergency', 'facetheclimateemergency', 'domoredofaster', 'wedonthavetime', 'ENDfossilfuelsEra']"
75,Rita50432255,,,59,45,7059,29,"[BREAKING] Paragliding activists land on @ECB ahead of governing council meeting to expose continued support for #FossilFuels.

#ClimateEmergency

https://t.co/o5f51pTgqM",[]
76,donflynnmrn,"Most tweets about immigration issues, spiced up with interesting stuff about democratic socialism and how it would be nice to have it....",Lives in London,3231,3901,12648,6,"Climate migrants – How German courts take the environment into account when considering non-refoulement 

What does this decision mean for those #displaced in the context of natural #disasters and #climatechange... Read on... 

https://t.co/vF4cl3HMq8",[]
77,Razorveda2,"We are leading a Luxurious Cosmetic Company with a huge range of 100% Chemical Free Beauty Products. 
Check new Deals Now @ https://t.co/P5a1IA2aTz",Delhi,1683,1669,68422,2,Please keep in mind we only have one home - we must take care of it 🌎💚 #environment #recycle #sustainablefashion #green #ecofriendlyproducts  #natural #reuse #climatechange #ecofriendlyliving  #biodegradable #fashion #crueltyfree #noplastic #slowfashion #environmentallyfriendly https://t.co/5gxbwtEZZO,"['environment', 'recycle', 'sustainablefashion', 'green']"
78,t_boguszewicz,"Partner at Secgen. Comms professional.  
Tweets are my own, RT's are not endorsements.","Warsaw, Poland",256,200,153,3,"Another potential question might relates to the timeframe: how shall we adapt to the period between the end of #pandemic and the probable emerge of the new one connected w/ #climatechange itself?

#ClimateAction #ClimateCrisis #NewNormal #future https://t.co/ik4vAkyZEA",['pandemic']
79,Wilduche,"Tech enthusiast..... 
A DIY-er
Embedded Engineer 
#developNigeria
#developAfrica",Nigeria,719,159,3379,4,"Our planet is warming faster than at any time in human history and we're the ones causing it. Climate change is already affecting people and if we don't take the appropriate action now, the more dangerous it affects us all. 
#GlobalWarming #climatechange #GlobalWarmingMyths https://t.co/YEbVjDJT6U",[]
80,stephi_ja,Creative and spontaneous. working towards equality and empowerment | Interdisciplinary | climate change and agriculture,"Nairobi, Kenya",279,133,250,2,"@IamVictorMugo @BiovIntCIAT_eng @ChildFund @CMwonger @stephi_ja @kinyua_wambu @evangirvetz Another day at the workshop and Bernard Kitur, a participant from  Ministry of Agriculture @SamburuCountyKE county explains the impact of Climate Change ( drought) along the 🐐🐐 value chain. 
Private and public #partnerships
Remain the key to addressing #climatechange 
@CMwonger https://t.co/0BJvDth4Z7",[]
81,SDGClimFacility,"Multipartner project seeking to address the nexus between climate action, SDGs and human security in the Arab region",Arab States,134,45,31,3,"Some of the challenges in #Sudan:

🔹Desertification &amp; #climatechange
🔹Displacement
🔹Poverty &amp; unemployment
🔹Underrepresentation of women in decision-making
🔹Conflicts between pastoral groups &amp; sedentary farmers
🔹Lack of data driven policies

@DKyurkchieva #IWD2021 https://t.co/MEiznQspd7","['Sudan', 'climatechange', 'IWD2021']"
82,kinyua_wambu,The best and most beautiful things in the world cannot be seen or touched.,"Nairobi, Kenya",578,278,555,2,"@IamVictorMugo @BiovIntCIAT_eng @ChildFund @CMwonger @stephi_ja @kinyua_wambu @evangirvetz Another day at the workshop and Bernard Kitur, a participant from  Ministry of Agriculture @SamburuCountyKE county explains the impact of Climate Change ( drought) along the 🐐🐐 value chain. 
Private and public #partnerships
Remain the key to addressing #climatechange 
@CMwonger https://t.co/0BJvDth4Z7",[]
83,Izzabilla,"Freelance Historian & Heritage Consultant. Cultural heritage, interpretation and legacies of colonialism. PhD @ University of Sheffield. I like moss.","Bristol, England",651,751,4187,1,"The @sciencemuseum group’s stance on oil sponsorship is incoherent and ethically muddled. 

Great to see this being highlighted and challenged once again.

#museums #ethics #climatechange #museumsarenotneutral https://t.co/PLeTMIW8RA",[]
84,18AKGOYAL,,,3515,781,594770,123,There are three main ways reinsurers can help mitigate the risk of #climatechange. #natcat2021 #climaterisk,"['climatechange', 'natcat2021', 'climaterisk']"
85,Kezmuthembwa,"Child of the Most High, a Development Communications Expert. The views expressed on this account are personal unless otherwise stated",Kenya,1149,358,4959,1,"In the #ClimateChange Action Plan (2016-2020), the @WorldBank Group made a commitment to increase the climate-related share of its lending from 21% to 28% by 2020. Get more details ➡️ https://t.co/KYGwLNm05m @WBG_Climate  @Environment_Ke @NemaKenya https://t.co/LFOWCpgYl1",['ClimateChange']
86,Josh_Hoyt_PA,"Google cert trainer, CDT trainer, Apple Teacher, IU Program admin, former hs asst principal, math supervisor, math teacher. Dad and Husband",Reading PA,1586,971,2963,2,"Cloud to Classroom is a project of @googleearth, @NatGeo, &amp; @NASA to put satellite data in the hands of the world. The project shows incredible trends of global #climatechange - Great learning opportunity! https://t.co/vU0zxUCy2O #GoogleEDU #KikerLearning @GoogleForEdu #edchat",[]
87,louisiana_dra,A first-of-its-kind public-private partnership that takes a long-term  approach to building resilience and reducing vulnerability across Louisiana.,,231,129,991,0,Scientists thought the decades-long cycle of active and slower #hurricane seasons was a natural pattern – but new research suggests otherwise. https://t.co/XjyXe9E5aQ #climatechange,"['hurricane', 'climatechange']"
88,ByTomFrank,"E&E News climate impacts reporter, Pulitzer Prize finalist, NYC native, DC resident for 20 years and I still need directions.","Washington, D.C.",3393,7701,4651,3,"“The need to mitigate #ClimateChange will only grow more urgent. Let’s make #seaweed part of the solution” - @RodFujita

Great piece in @EnvDefenseFund on the potential of seaweed, the importance of policy &amp; key questions to answer as the industry scales
https://t.co/RdwrHi9gGS","['ClimateChange', 'seaweed']"
89,RenEnergyUK,"We design, supply, and install #SolarPanel systems for businesses, industry and agriculture. ☎ 01603 713448
#SolarEnergy #EVs #Renewables #PartnerInPower ☀",East Anglia,1499,1223,3191,0,"Does the UK's #OffshoreEnergy infrastructure need better coordination? @reNEWS_ explores... https://t.co/CXdtmg3NBC 🌊🌊
#Renewables #ClimateChange #WindPower","['OffshoreEnergy', 'Renewables', 'ClimateChange', 'WindPower']"
90,worldbankdata,"We put data to work for development. Follow us for #opendata updates & support, news, stories & data visualizations.",,380,63959,14314,0,"Could controlling #deforestation🌲 help a country meet its #CarbonEmission 🏭reduction target? In this blog, our authors share key take-aways from research in #Brazil 🇧🇷 and more on #ClimateChange here: https://t.co/xJ4dhxuOU4 https://t.co/a9F4G7EVbY","['deforestation', 'CarbonEmission', 'Brazil', 'ClimateChange']"
91,Indian_567,"A proud Indian, Proud Hindu. Honest Tax paying citizen.



हिन्दु तन मन हिन्दु जीवन रग रग हिन्दु मेरा परिचय ।। - श्री अटलबिहारी वाजपेयी.","Mumbai, India",265,302,63319,71,"The forests of Similipal are still burning since more than 2 weeks now.
Burning of the Asia's 2nd largest biosphere will make us pay hard.
#SimilipalFires
#SimilipalTigerReserve
#ClimateCrisis
#GlobalWarming
VC:@manasbehera07 https://t.co/yvp41sFvKA",[]
92,STS_YorkU,NEW! We're relaunching our MA & PhD programs for entry in Sept 2021! Dept & Graduate Program of Science & Technology Studies at York University #STS #YorkU,York University-Toronto CANADA,1245,3838,2200,11,“#climatechange and contested (economic) futures”: The new issue of economic #sociology newsletter 22-2/2021 is now online at https://t.co/jSqJH3TmbA https://t.co/owd0CT4Qoc,"['climatechange', 'sociology']"
93,WorldBankKenya,Welcome to World Bank Kenya. Our mission is to fight poverty with passion and professionalism for lasting results.,"Nairobi, Kenya",4635,58134,10483,1,"In the #ClimateChange Action Plan (2016-2020), the @WorldBank Group made a commitment to increase the climate-related share of its lending from 21% to 28% by 2020. Get more details ➡️ https://t.co/KYGwLNm05m @WBG_Climate  @Environment_Ke @NemaKenya https://t.co/LFOWCpgYl1",['ClimateChange']
94,OurFutureBot,I'm a retweetter-bot of #FridaysForFuture and #PlasticFree My creator @GiuseppeHuman,Italy,4,2609,219880,1,"With thanks to those who took part, here is a reflection on the #socialenterprise and the #climateemergency event I co-hosted last week - https://t.co/j3lj8xhuwV","['socialenterprise', 'climateemergency']"
95,Zxcxz_xyz,"Zulu, X-ray, Charlie etc... Enthusiastic EV driver & advocate. Failed techblogger. Failed YouTuber. I like yellow. zxt@zxcxz.com",,667,138,17301,0,SAIC Volkswagen ID.6 X Rated At 365 Miles Of NEDC Range https://t.co/lQtMFJL05J #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy,"['ElectricVehicles', 'Tesla', 'EV', 'Renewables', 'ClimateChange', 'RenewableEnergy']"
